flight_number,aircraft_tail,origin_iata,destination_iata,scheduled_departure,scheduled_arrival,hour_of_day,day_of_week,is_weekend,month,turnaround_time_min,dep_temperature_c,dep_wind_speed_kmh,dep_visibility_m,dep_humidity_pct,dep_congestion_ratio
FL1367,VT-018,DEL,CCU,2026-04-03 04:01:00,2026-04-03 05:49:00,4,4,0,4,42,34.83,14.97,2616.47,42.93,0.53
FL1368,VT-018,CCU,MAA,2026-04-03 06:31:00,2026-04-03 08:32:00,6,4,0,4,55,32.79,20.77,6138.15,62.01,0.4
FL1369,VT-018,BOM,DEL,2026-04-03 17:27:00,2026-04-03 19:31:00,17,4,0,4,77,33.82,11.56,5472.15,44.43,0.45
FL1370,VT-018,DEL,CCU,2026-04-03 20:48:00,2026-04-03 23:07:00,20,4,0,4,66,36.05,24.97,9464.91,72.13,0.59
FL1371,VT-018,CCU,MAA,2026-04-04 00:13:00,2026-04-04 01:27:00,0,5,1,4,54,32.52,17.72,8285.21,45.92,0.59
FL1372,VT-018,BOM,DEL,2026-04-04 10:21:00,2026-04-04 12:08:00,10,5,1,4,43,28.51,16.44,6702.15,49.22,0.55
FL1373,VT-018,DEL,CCU,2026-04-04 12:51:00,2026-04-04 14:51:00,12,5,1,4,86,34.35,11.69,2209.57,41.21,0.88
FL1374,VT-018,CCU,MAA,2026-04-04 16:17:00,2026-04-04 18:33:00,16,5,1,4,72,30.56,10.97,9525.43,52.96,0.6
FL1375,VT-018,BOM,DEL,2026-04-05 03:45:00,2026-04-05 05:46:00,3,6,1,4,68,22.93,22.45,8735.47,49.31,0.86
FL1376,VT-018,DEL,CCU,2026-04-05 06:54:00,2026-04-05 08:48:00,6,6,1,4,82,25.32,7.67,2644.81,76.4,0.65
FL1377,VT-018,CCU,MAA,2026-04-05 10:10:00,2026-04-05 11:32:00,10,6,1,4,30,18.51,13.74,7836.07,78.28,0.41
FL1378,VT-019,DEL,BOM,2026-04-01 02:00:00,2026-04-01 04:10:00,2,2,0,4,65,26.01,20.03,7255.64,87.83,0.35
FL1379,VT-019,BOM,BLR,2026-04-01 05:15:00,2026-04-01 06:44:00,5,2,0,4,77,31.21,6.14,4257.5,53.09,0.47
FL1380,VT-019,BLR,HYD,2026-04-01 08:01:00,2026-04-01 10:26:00,8,2,0,4,41,29.09,10.44,8075.19,62.49,0.84
FL1381,VT-019,DEL,BOM,2026-04-01 19:07:00,2026-04-01 20:24:00,19,2,0,4,43,31.47,6.31,5900.57,41.68,0.34
FL1382,VT-019,BOM,BLR,2026-04-01 21:07:00,2026-04-01 23:23:00,21,2,0,4,69,20.3,11.95,9198.67,41.09,0.76
FL1383,VT-019,BLR,HYD,2026-04-02 00:32:00,2026-04-02 01:58:00,0,3,0,4,83,33.54,24.27,6481.35,86.84,0.34
FL1384,VT-019,DEL,BOM,2026-04-02 11:21:00,2026-04-02 13:28:00,11,3,0,4,34,23.75,19.62,9850.38,52.83,0.76
FL1385,VT-019,BOM,BLR,2026-04-02 14:02:00,2026-04-02 15:46:00,14,3,0,4,76,27.88,8.96,6522.64,63.2,0.98
FL1386,VT-019,BLR,HYD,2026-04-02 17:02:00,2026-04-02 18:07:00,17,3,0,4,54,23.54,7.28,3209.97,51.27,0.48
FL1387,VT-019,DEL,BOM,2026-04-03 03:01:00,2026-04-03 05:04:00,3,4,0,4,62,34.66,22.01,6489.78,66.17,0.38
FL1388,VT-019,BOM,BLR,2026-04-03 06:06:00,2026-04-03 07:39:00,6,4,0,4,64,31.72,6.35,7662.68,67.18,0.36
FL1389,VT-019,BLR,HYD,2026-04-03 08:43:00,2026-04-03 09:59:00,8,4,0,4,83,32.77,14.17,5877.57,48.29,0.96
FL1390,VT-019,DEL,BOM,2026-04-03 19:22:00,2026-04-03 21:40:00,19,4,0,4,55,31.75,14.25,5294.12,72.55,0.68
FL1391,VT-019,BOM,BLR,2026-04-03 22:35:00,2026-04-04 00:25:00,22,4,0,4,34,33.62,6.25,6100.02,80.32,0.62
FL1392,VT-019,BLR,HYD,2026-04-04 00:59:00,2026-04-04 02:42:00,0,5,1,4,50,27.42,8.29,4641.72,77.84,0.66
FL1393,VT-019,DEL,BOM,2026-04-04 11:32:00,2026-04-04 12:45:00,11,5,1,4,49,26.8,9.1,9022.64,83.98,0.91
FL1394,VT-019,BOM,BLR,2026-04-04 13:34:00,2026-04-04 14:56:00,13,5,1,4,32,28.83,24.7,8176.1,41.36,0.35
FL1395,VT-019,BLR,HYD,2026-04-04 15:28:00,2026-04-04 17:32:00,15,5,1,4,55,23.75,14.28,9273.76,66.94,0.65
FL1396,VT-019,DEL,BOM,2026-04-05 02:27:00,2026-04-05 04:26:00,2,6,1,4,74,31.2,21.44,5043.36,78.78,0.98
FL1397,VT-019,BOM,BLR,2026-04-05 05:40:00,2026-04-05 07:06:00,5,6,1,4,86,26.99,9.08,6186.64,54.36,0.85
FL1398,VT-019,BLR,HYD,2026-04-05 08:32:00,2026-04-05 10:58:00,8,6,1,4,88,37.49,20.96,5167.76,85.75,0.67
FL1399,VT-020,MAA,CCU,2026-04-01 04:00:00,2026-04-01 05:59:00,4,2,0,4,35,34.32,8.16,7567.19,79.66,0.52
FL1400,VT-020,CCU,DEL,2026-04-01 06:34:00,2026-04-01 08:35:00,6,2,0,4,30,28.66,8.68,9151.92,72.71,0.41
FL1401,VT-020,DEL,BOM,2026-04-01 09:05:00,2026-04-01 10:17:00,9,2,0,4,59,28.39,13.81,6922.38,44.17,0.92
FL1402,VT-020,MAA,CCU,2026-04-01 19:16:00,2026-04-01 21:08:00,19,2,0,4,47,30.1,24.34,5342.09,89.21,0.77
FL1403,VT-020,CCU,DEL,2026-04-01 21:55:00,2026-04-01 23:18:00,21,2,0,4,89,35.65,17.69,3327.64,84.1,0.6
FL1404,VT-020,DEL,BOM,2026-04-02 00:47:00,2026-04-02 01:54:00,0,3,0,4,35,34.75,19.39,9122.06,43.97,0.81
FL1405,VT-020,MAA,CCU,2026-04-02 10:29:00,2026-04-02 12:51:00,10,3,0,4,78,40.36,8.75,8865.42,80.95,0.68
FL1406,VT-020,CCU,DEL,2026-04-02 14:09:00,2026-04-02 15:24:00,14,3,0,4,83,25.97,14.42,8573.1,62.96,0.55
FL1407,VT-020,DEL,BOM,2026-04-02 16:47:00,2026-04-02 17:53:00,16,3,0,4,71,34.56,14.88,8625.99,56.76,0.42
FL1408,VT-020,MAA,CCU,2026-04-03 03:04:00,2026-04-03 05:22:00,3,4,0,4,70,33.36,7.01,3918.99,47.1,0.54
FL1409,VT-020,CCU,DEL,2026-04-03 06:32:00,2026-04-03 08:13:00,6,4,0,4,58,32.19,14.01,7990.61,72.56,0.73
FL1410,VT-020,DEL,BOM,2026-04-03 09:11:00,2026-04-03 11:31:00,9,4,0,4,75,33.99,14.43,9832.84,71.71,0.39
FL1411,VT-020,MAA,CCU,2026-04-03 20:46:00,2026-04-03 23:15:00,20,4,0,4,52,28.27,18.52,4600.83,74.32,0.35
FL1412,VT-020,CCU,DEL,2026-04-04 00:07:00,2026-04-04 01:48:00,0,5,1,4,58,31.13,9.54,8696.33,53.96,0.75
FL1413,VT-020,DEL,BOM,2026-04-04 02:46:00,2026-04-04 04:04:00,2,5,1,4,50,28.96,18.88,6101.24,55.27,0.45
FL1414,VT-020,MAA,CCU,2026-04-04 12:54:00,2026-04-04 14:07:00,12,5,1,4,54,32.06,22.42,8128.52,79.42,0.77
FL1415,VT-020,CCU,DEL,2026-04-04 15:01:00,2026-04-04 16:21:00,15,5,1,4,30,30.72,10.21,9257.56,73.54,0.69
FL1416,VT-020,DEL,BOM,2026-04-04 16:51:00,2026-04-04 18:07:00,16,5,1,4,30,29.47,14.21,8916.51,67.33,0.57
FL1417,VT-020,MAA,CCU,2026-04-05 02:37:00,2026-04-05 04:35:00,2,6,1,4,33,26.1,24.54,2885.76,61.13,0.33
FL1418,VT-020,CCU,DEL,2026-04-05 05:08:00,2026-04-05 06:13:00,5,6,1,4,47,31.33,10.6,8866.73,54.61,0.94
FL1419,VT-020,DEL,BOM,2026-04-05 07:00:00,2026-04-05 09:29:00,7,6,1,4,49,30.76,20.08,8439.25,40.9,0.97
FL1420,VT-021,BOM,DEL,2026-04-01 01:00:00,2026-04-01 02:43:00,1,2,0,4,49,26.26,21.59,4252.17,83.64,0.38
FL1421,VT-021,DEL,CCU,2026-04-01 03:32:00,2026-04-01 05:56:00,3,2,0,4,81,34.34,19.07,6325.59,44.83,0.47
FL1422,VT-021,CCU,MAA,2026-04-01 07:17:00,2026-04-01 08:37:00,7,2,0,4,86,29.92,11.03,6786.86,54.86,0.51
FL1423,VT-021,BOM,DEL,2026-04-01 18:03:00,2026-04-01 19:38:00,18,2,0,4,38,28.79,19.86,2385.14,85.14,0.9
FL1424,VT-021,DEL,CCU,2026-04-01 20:16:00,2026-04-01 21:28:00,20,2,0,4,44,33.8,22.85,3482.64,43.95,0.47
FL1425,VT-021,CCU,MAA,2026-04-01 22:12:00,2026-04-01 23:49:00,22,2,0,4,76,36.84,20.89,2277.36,69.14,1.0
FL1426,VT-021,BOM,DEL,2026-04-02 09:05:00,2026-04-02 10:40:00,9,3,0,4,73,30.28,6.27,8650.99,69.95,0.38
FL1427,VT-021,DEL,CCU,2026-04-02 11:53:00,2026-04-02 13:01:00,11,3,0,4,46,34.65,6.88,9277.01,73.46,0.88
FL1428,VT-021,CCU,MAA,2026-04-02 13:47:00,2026-04-02 15:24:00,13,3,0,4,71,30.76,15.35,5443.42,55.85,0.6
FL1429,VT-021,BOM,DEL,2026-04-03 00:35:00,2026-04-03 02:11:00,0,4,0,4,44,34.0,20.48,6815.39,84.63,0.61
FL1430,VT-021,DEL,CCU,2026-04-03 02:55:00,2026-04-03 04:16:00,2,4,0,4,41,36.45,16.83,7621.07,51.87,0.66
FL1431,VT-021,CCU,MAA,2026-04-03 04:57:00,2026-04-03 07:09:00,4,4,0,4,87,35.26,7.08,5076.09,64.38,0.76
FL1432,VT-021,BOM,DEL,2026-04-03 16:36:00,2026-04-03 18:37:00,16,4,0,4,66,30.49,19.87,6050.13,71.71,0.35
FL1433,VT-021,DEL,CCU,2026-04-03 19:43:00,2026-04-03 21:32:00,19,4,0,4,60,32.21,10.09,4894.82,63.62,0.33
FL1434,VT-021,CCU,MAA,2026-04-03 22:32:00,2026-04-03 23:57:00,22,4,0,4,67,28.28,24.43,4650.78,64.1,0.44
FL1435,VT-021,BOM,DEL,2026-04-04 09:04:00,2026-04-04 11:12:00,9,5,1,4,49,27.23,17.22,4245.47,50.35,0.66
FL1436,VT-021,DEL,CCU,2026-04-04 12:01:00,2026-04-04 14:11:00,12,5,1,4,64,28.76,21.05,6576.39,65.63,0.51
FL1437,VT-021,CCU,MAA,2026-04-04 15:15:00,2026-04-04 17:29:00,15,5,1,4,90,26.99,23.64,5176.12,44.35,0.73
FL1438,VT-021,BOM,DEL,2026-04-05 02:59:00,2026-04-05 05:23:00,2,6,1,4,87,28.72,15.15,8993.78,64.68,0.79
FL1439,VT-021,DEL,CCU,2026-04-05 06:50:00,2026-04-05 08:24:00,6,6,1,4,68,26.82,24.86,3051.91,53.74,0.58
FL1440,VT-021,CCU,MAA,2026-04-05 09:32:00,2026-04-05 12:01:00,9,6,1,4,57,22.79,23.15,7712.26,70.4,0.52
FL1441,VT-022,DEL,BOM,2026-04-01 01:00:00,2026-04-01 03:29:00,1,2,0,4,43,23.66,21.48,9640.48,81.06,0.3
FL1442,VT-022,BOM,BLR,2026-04-01 04:12:00,2026-04-01 06:06:00,4,2,0,4,65,28.07,10.15,2476.2,70.19,0.78
FL1443,VT-022,BLR,HYD,2026-04-01 07:11:00,2026-04-01 08:47:00,7,2,0,4,37,30.59,7.29,5070.71,62.81,0.56
FL1444,VT-022,DEL,BOM,2026-04-01 17:24:00,2026-04-01 19:35:00,17,2,0,4,55,29.16,20.02,2568.06,44.01,0.55
FL1445,VT-022,BOM,BLR,2026-04-01 20:30:00,2026-04-01 22:38:00,20,2,0,4,56,26.05,23.83,7348.58,73.93,0.55
FL1446,VT-022,BLR,HYD,2026-04-01 23:34:00,2026-04-02 01:13:00,23,2,0,4,82,29.61,17.72,9306.3,70.63,0.91
FL1447,VT-022,DEL,BOM,2026-04-02 10:35:00,2026-04-02 11:38:00,10,3,0,4,90,30.08,19.48,2964.47,85.12,0.35
FL1448,VT-022,BOM,BLR,2026-04-02 13:08:00,2026-04-02 15:37:00,13,3,0,4,75,25.43,5.23,5376.27,54.75,0.64
FL1449,VT-022,BLR,HYD,2026-04-02 16:52:00,2026-04-02 19:05:00,16,3,0,4,53,30.43,16.54,2349.91,46.15,0.69
FL1450,VT-022,DEL,BOM,2026-04-03 03:58:00,2026-04-03 05:49:00,3,4,0,4,71,35.06,18.05,8764.83,74.62,0.6
FL1451,VT-022,BOM,BLR,2026-04-03 07:00:00,2026-04-03 09:28:00,7,4,0,4,63,26.54,18.46,4203.05,55.32,0.85
FL1452,VT-022,BLR,HYD,2026-04-03 10:31:00,2026-04-03 12:11:00,10,4,0,4,67,35.57,21.45,8860.5,85.83,0.6
FL1453,VT-022,DEL,BOM,2026-04-03 21:18:00,2026-04-03 23:44:00,21,4,0,4,80,29.0,11.38,6657.59,58.56,0.72
FL1454,VT-022,BOM,BLR,2026-04-04 01:04:00,2026-04-04 02:08:00,1,5,1,4,32,34.13,12.49,3334.88,61.53,0.4
FL1455,VT-022,BLR,HYD,2026-04-04 02:40:00,2026-04-04 04:37:00,2,5,1,4,53,34.51,22.8,4767.02,47.72,0.32
FL1456,VT-022,DEL,BOM,2026-04-04 13:30:00,2026-04-04 15:42:00,13,5,1,4,60,35.24,11.81,2573.7,60.48,0.52
FL1457,VT-022,BOM,BLR,2026-04-04 16:42:00,2026-04-04 18:27:00,16,5,1,4,88,35.58,18.54,6846.23,58.23,0.45
FL1458,VT-022,BLR,HYD,2026-04-04 19:55:00,2026-04-04 21:34:00,19,5,1,4,77,29.89,18.77,3124.42,64.28,0.32
FL1459,VT-022,DEL,BOM,2026-04-05 06:51:00,2026-04-05 08:10:00,6,6,1,4,88,31.12,15.11,9712.14,59.21,0.33
FL1460,VT-022,BOM,BLR,2026-04-05 09:38:00,2026-04-05 11:40:00,9,6,1,4,83,29.65,8.2,2186.82,77.81,0.62
FL1461,VT-022,BLR,HYD,2026-04-05 13:03:00,2026-04-05 14:32:00,13,6,1,4,85,28.52,10.78,9200.67,45.81,0.97
FL1462,VT-023,MAA,CCU,2026-04-01 05:00:00,2026-04-01 06:44:00,5,2,0,4,55,32.79,17.06,8613.66,89.2,0.5
FL1463,VT-023,CCU,DEL,2026-04-01 07:39:00,2026-04-01 09:27:00,7,2,0,4,63,28.66,24.22,5115.86,59.28,0.54
FL1464,VT-023,DEL,BOM,2026-04-01 10:30:00,2026-04-01 12:20:00,10,2,0,4,45,25.22,16.07,6333.64,78.1,0.88
FL1465,VT-023,MAA,CCU,2026-04-01 21:05:00,2026-04-01 22:21:00,21,2,0,4,65,30.57,13.81,4418.67,52.97,0.44
FL1466,VT-023,CCU,DEL,2026-04-01 23:26:00,2026-04-02 01:31:00,23,2,0,4,40,29.33,10.4,9731.34,67.89,0.54
FL1467,VT-023,DEL,BOM,2026-04-02 02:11:00,2026-04-02 04:40:00,2,3,0,4,79,28.11,16.61,3113.57,62.2,0.74
FL1468,VT-023,MAA,CCU,2026-04-02 13:59:00,2026-04-02 15:50:00,13,3,0,4,72,19.88,24.88,9042.52,71.17,0.7
FL1469,VT-023,CCU,DEL,2026-04-02 17:02:00,2026-04-02 18:31:00,17,3,0,4,54,28.86,17.41,3610.5,59.76,0.33
FL1470,VT-023,DEL,BOM,2026-04-02 19:25:00,2026-04-02 21:07:00,19,3,0,4,70,40.58,9.55,9712.23,85.47,0.81
FL1471,VT-023,MAA,CCU,2026-04-03 06:17:00,2026-04-03 08:37:00,6,4,0,4,76,23.99,15.67,8959.75,46.53,0.85
FL1472,VT-023,CCU,DEL,2026-04-03 09:53:00,2026-04-03 12:20:00,9,4,0,4,67,31.08,10.52,9016.72,87.2,0.4
FL1473,VT-023,DEL,BOM,2026-04-03 13:27:00,2026-04-03 15:36:00,13,4,0,4,66,28.63,14.25,9847.9,64.17,0.9
FL1474,VT-023,MAA,CCU,2026-04-04 00:42:00,2026-04-04 02:23:00,0,5,1,4,86,22.91,10.72,3625.78,78.09,0.57
FL1475,VT-023,CCU,DEL,2026-04-04 03:49:00,2026-04-04 06:05:00,3,5,1,4,46,35.05,15.23,5938.6,68.86,0.91
FL1476,VT-023,DEL,BOM,2026-04-04 06:51:00,2026-04-04 09:13:00,6,5,1,4,53,29.78,21.55,8116.22,68.68,0.97
FL1477,VT-023,MAA,CCU,2026-04-04 18:06:00,2026-04-04 19:15:00,18,5,1,4,72,31.14,9.01,2874.11,82.7,0.61
FL1478,VT-023,CCU,DEL,2026-04-04 20:27:00,2026-04-04 22:07:00,20,5,1,4,46,32.37,17.53,9411.06,40.96,0.63
FL1479,VT-023,DEL,BOM,2026-04-04 22:53:00,2026-04-05 00:41:00,22,5,1,4,62,18.24,18.75,7781.66,74.63,0.39
FL1480,VT-023,MAA,CCU,2026-04-05 09:43:00,2026-04-05 11:53:00,9,6,1,4,34,26.11,21.09,4230.08,50.54,0.97
FL1481,VT-023,CCU,DEL,2026-04-05 12:27:00,2026-04-05 14:48:00,12,6,1,4,54,24.48,5.18,9982.57,73.84,0.88
FL1482,VT-023,DEL,BOM,2026-04-05 15:42:00,2026-04-05 17:16:00,15,6,1,4,35,32.9,19.81,3142.8,77.67,0.84
FL1483,VT-024,BOM,DEL,2026-04-01 02:00:00,2026-04-01 03:34:00,2,2,0,4,84,32.06,18.17,8128.93,82.3,0.73
FL1484,VT-024,DEL,CCU,2026-04-01 04:58:00,2026-04-01 06:57:00,4,2,0,4,75,29.89,6.55,5260.34,60.36,0.35
FL1485,VT-024,CCU,MAA,2026-04-01 08:12:00,2026-04-01 10:37:00,8,2,0,4,51,26.47,11.98,2887.98,80.41,0.96
FL1486,VT-024,BOM,DEL,2026-04-01 19:28:00,2026-04-01 21:54:00,19,2,0,4,84,22.43,6.54,6004.99,79.73,0.79
FL1487,VT-024,DEL,CCU,2026-04-01 23:18:00,2026-04-02 01:18:00,23,2,0,4,32,30.85,6.0,2583.21,60.14,0.51
FL1488,VT-024,CCU,MAA,2026-04-02 01:50:00,2026-04-02 02:58:00,1,3,0,4,70,26.92,21.07,9433.82,60.26,0.93
FL1489,VT-024,BOM,DEL,2026-04-02 12:08:00,2026-04-02 14:02:00,12,3,0,4,31,26.24,11.43,5811.5,51.3,0.75
FL1490,VT-024,DEL,CCU,2026-04-02 14:33:00,2026-04-02 16:55:00,14,3,0,4,59,30.24,12.16,7182.54,46.15,0.92
FL1491,VT-024,CCU,MAA,2026-04-02 17:54:00,2026-04-02 19:47:00,17,3,0,4,36,31.11,15.06,5594.8,69.29,0.74
FL1492,VT-024,BOM,DEL,2026-04-03 04:23:00,2026-04-03 06:38:00,4,4,0,4,85,30.84,9.84,7711.62,81.13,0.86
FL1493,VT-024,DEL,CCU,2026-04-03 08:03:00,2026-04-03 09:41:00,8,4,0,4,44,28.03,16.05,6161.36,47.14,0.84
FL1494,VT-024,CCU,MAA,2026-04-03 10:25:00,2026-04-03 12:44:00,10,4,0,4,87,29.9,10.69,3070.63,71.48,0.34
FL1495,VT-024,BOM,DEL,2026-04-03 22:11:00,2026-04-03 23:34:00,22,4,0,4,84,22.92,19.97,4540.69,40.01,0.66
FL1496,VT-024,DEL,CCU,2026-04-04 00:58:00,2026-04-04 03:19:00,0,5,1,4,33,28.69,21.79,2030.56,52.34,0.82
FL1497,VT-024,CCU,MAA,2026-04-04 03:52:00,2026-04-04 06:17:00,3,5,1,4,31,30.62,11.33,2815.14,58.01,0.49
FL1498,VT-024,BOM,DEL,2026-04-04 14:48:00,2026-04-04 16:18:00,14,5,1,4,68,28.1,20.78,9134.98,61.69,0.94
FL1499,VT-024,DEL,CCU,2026-04-04 17:26:00,2026-04-04 18:34:00,17,5,1,4,56,33.5,12.55,9712.63,44.46,0.78
FL1500,VT-024,CCU,MAA,2026-04-04 19:30:00,2026-04-04 21:51:00,19,5,1,4,59,20.24,17.65,7630.86,40.22,0.42
FL1501,VT-024,BOM,DEL,2026-04-05 06:50:00,2026-04-05 08:44:00,6,6,1,4,83,29.46,19.26,7331.08,88.3,0.83
FL1502,VT-024,DEL,CCU,2026-04-05 10:07:00,2026-04-05 12:00:00,10,6,1,4,40,30.35,10.96,2842.92,79.09,0.75
FL1503,VT-024,CCU,MAA,2026-04-05 12:40:00,2026-04-05 14:44:00,12,6,1,4,83,30.79,5.96,4880.4,87.84,0.65
FL1504,VT-025,DEL,BOM,2026-04-01 03:00:00,2026-04-01 05:11:00,3,2,0,4,68,24.22,9.18,4949.66,58.49,0.34
FL1505,VT-025,BOM,BLR,2026-04-01 06:19:00,2026-04-01 08:24:00,6,2,0,4,37,20.82,20.35,5332.04,81.11,0.9
FL1506,VT-025,BLR,HYD,2026-04-01 09:01:00,2026-04-01 11:28:00,9,2,0,4,44,32.49,14.45,9041.25,50.79,0.77
FL1507,VT-025,DEL,BOM,2026-04-01 20:12:00,2026-04-01 21:31:00,20,2,0,4,76,25.44,17.16,4362.41,46.83,0.76
FL1508,VT-025,BOM,BLR,2026-04-01 22:47:00,2026-04-02 01:05:00,22,2,0,4,78,26.52,17.9,5161.05,75.66,0.44
FL1509,VT-025,BLR,HYD,2026-04-02 02:23:00,2026-04-02 03:48:00,2,3,0,4,62,34.5,22.8,4299.28,58.39,0.34
FL1510,VT-025,DEL,BOM,2026-04-02 12:50:00,2026-04-02 14:17:00,12,3,0,4,47,30.16,10.35,8683.84,40.73,0.57
FL1511,VT-025,BOM,BLR,2026-04-02 15:04:00,2026-04-02 16:59:00,15,3,0,4,69,25.99,11.75,2154.62,46.22,0.59
FL1512,VT-025,BLR,HYD,2026-04-02 18:08:00,2026-04-02 19:30:00,18,3,0,4,38,19.75,15.62,6761.05,40.5,0.62
FL1513,VT-025,DEL,BOM,2026-04-03 04:08:00,2026-04-03 05:23:00,4,4,0,4,88,29.24,24.27,6152.26,73.88,0.52
FL1514,VT-025,BOM,BLR,2026-04-03 06:51:00,2026-04-03 08:39:00,6,4,0,4,86,32.86,15.43,9808.11,46.28,0.31
FL1515,VT-025,BLR,HYD,2026-04-03 10:05:00,2026-04-03 12:01:00,10,4,0,4,44,32.87,20.4,8457.24,46.01,0.49
FL1516,VT-025,DEL,BOM,2026-04-03 20:45:00,2026-04-03 22:50:00,20,4,0,4,43,30.41,11.96,4973.91,40.07,0.51
FL1517,VT-025,BOM,BLR,2026-04-03 23:33:00,2026-04-04 00:59:00,23,4,0,4,57,36.2,17.93,9793.56,82.35,0.32
FL1518,VT-025,BLR,HYD,2026-04-04 01:56:00,2026-04-04 03:45:00,1,5,1,4,39,30.69,20.61,5663.97,59.9,0.51
FL1519,VT-025,DEL,BOM,2026-04-04 12:24:00,2026-04-04 14:17:00,12,5,1,4,86,30.98,6.31,3825.88,52.33,0.64
FL1520,VT-025,BOM,BLR,2026-04-04 15:43:00,2026-04-04 16:57:00,15,5,1,4,44,29.3,6.16,9662.32,87.14,0.85
FL1521,VT-025,BLR,HYD,2026-04-04 17:41:00,2026-04-04 19:53:00,17,5,1,4,74,36.65,24.83,6355.86,88.14,0.35
FL1522,VT-025,DEL,BOM,2026-04-05 05:07:00,2026-04-05 06:59:00,5,6,1,4,47,24.96,8.92,3126.42,71.12,0.85
FL1523,VT-025,BOM,BLR,2026-04-05 07:46:00,2026-04-05 09:13:00,7,6,1,4,52,27.53,16.57,3175.7,80.56,0.75
FL1524,VT-025,BLR,HYD,2026-04-05 10:05:00,2026-04-05 11:54:00,10,6,1,4,63,36.32,10.2,4761.54,85.87,0.5
FL1525,VT-026,BLR,HYD,2026-04-01 04:00:00,2026-04-01 05:51:00,4,2,0,4,70,25.94,14.4,9121.13,75.39,0.34
FL1526,VT-026,HYD,PNQ,2026-04-01 07:01:00,2026-04-01 08:22:00,7,2,0,4,79,26.66,7.69,9663.47,66.48,0.47
FL1527,VT-026,PNQ,DEL,2026-04-01 09:41:00,2026-04-01 10:45:00,9,2,0,4,75,38.36,15.01,7436.96,43.81,0.49
FL1528,VT-026,BLR,HYD,2026-04-01 20:00:00,2026-04-01 21:27:00,20,2,0,4,52,29.28,15.93,5462.53,42.19,0.42
FL1529,VT-026,HYD,PNQ,2026-04-01 22:19:00,2026-04-02 00:29:00,22,2,0,4,86,35.49,13.91,3673.48,42.5,0.89
FL1530,VT-026,PNQ,DEL,2026-04-02 01:55:00,2026-04-02 03:18:00,1,3,0,4,56,28.28,24.21,3575.41,87.57,1.0
FL1531,VT-026,BLR,HYD,2026-04-02 12:14:00,2026-04-02 14:02:00,12,3,0,4,68,32.35,19.23,9849.15,68.48,0.48
FL1532,VT-026,HYD,PNQ,2026-04-02 15:10:00,2026-04-02 16:45:00,15,3,0,4,87,38.1,6.46,6978.75,89.06,0.43
FL1533,VT-026,PNQ,DEL,2026-04-02 18:12:00,2026-04-02 20:09:00,18,3,0,4,80,24.55,20.85,9263.19,87.19,0.97
FL1534,VT-026,BLR,HYD,2026-04-03 05:29:00,2026-04-03 07:05:00,5,4,0,4,79,31.7,20.15,3293.37,63.85,0.8
FL1535,VT-026,HYD,PNQ,2026-04-03 08:24:00,2026-04-03 10:29:00,8,4,0,4,75,30.08,9.95,7124.92,73.33,0.41
FL1536,VT-026,PNQ,DEL,2026-04-03 11:44:00,2026-04-03 12:56:00,11,4,0,4,41,35.94,14.98,2096.82,40.45,0.55
FL1537,VT-026,BLR,HYD,2026-04-03 21:37:00,2026-04-03 22:47:00,21,4,0,4,88,31.42,23.52,3829.41,71.72,0.46
FL1538,VT-026,HYD,PNQ,2026-04-04 00:15:00,2026-04-04 01:51:00,0,5,1,4,38,33.53,19.58,2763.19,61.44,0.32
FL1539,VT-026,PNQ,DEL,2026-04-04 02:29:00,2026-04-04 03:43:00,2,5,1,4,61,28.19,14.62,7299.47,45.93,0.5
FL1540,VT-026,BLR,HYD,2026-04-04 12:44:00,2026-04-04 14:40:00,12,5,1,4,39,32.98,24.87,2359.29,78.05,0.56
FL1541,VT-026,HYD,PNQ,2026-04-04 15:19:00,2026-04-04 17:20:00,15,5,1,4,32,29.28,12.85,8034.12,85.92,0.97
FL1542,VT-026,PNQ,DEL,2026-04-04 17:52:00,2026-04-04 19:38:00,17,5,1,4,85,22.53,20.75,4008.01,68.2,0.55
FL1543,VT-026,BLR,HYD,2026-04-05 05:03:00,2026-04-05 06:07:00,5,6,1,4,76,34.03,18.13,3923.19,49.58,0.94
FL1544,VT-026,HYD,PNQ,2026-04-05 07:23:00,2026-04-05 08:33:00,7,6,1,4,74,30.06,9.42,2311.44,41.8,0.42
FL1545,VT-026,PNQ,DEL,2026-04-05 09:47:00,2026-04-05 11:42:00,9,6,1,4,86,26.18,22.34,4259.83,87.52,0.71
FL1546,VT-027,DEL,BOM,2026-04-01 02:00:00,2026-04-01 03:55:00,2,2,0,4,89,37.91,15.33,8070.21,54.12,0.55
FL1547,VT-027,BOM,BLR,2026-04-01 05:24:00,2026-04-01 07:05:00,5,2,0,4,44,23.74,22.88,9571.65,84.63,0.59
FL1548,VT-027,BLR,HYD,2026-04-01 07:49:00,2026-04-01 10:11:00,7,2,0,4,89,29.49,14.95,3637.44,69.56,0.43
FL1549,VT-027,DEL,BOM,2026-04-01 19:40:00,2026-04-01 21:02:00,19,2,0,4,62,36.04,11.63,8840.24,50.35,0.35
FL1550,VT-027,BOM,BLR,2026-04-01 22:04:00,2026-04-01 23:35:00,22,2,0,4,38,19.58,21.22,8686.61,56.61,0.79
